Código.de.mesa;Provincia;Código.municipio;Municipio;Distrito;Sección;Mesa;Censo;Primer.Avance;Segundo.Avance;Total.Votantes;Votos.Nulos;Votos.Blanco;Partido;Nº.Votos
34;05-008-1-0001-A;AVILA;8;ALDEASECA;1;0001;A;337;125;210;305;2;1;IU;5
35;05-008-1-0001-A;AVILA;8;ALDEASECA;1;0001;A;337;125;210;305;2;1;LV;1
36;05-008-1-0001-A;AVILA;8;ALDEASECA;1;0001;A;337;125;210;305;2;1;FE-JONS;1
37;05-010-1-0001-A;AVILA;10;LA ALDEHUELA;1;0001;A;277;162;219;235;1;4;CDS;126
38;05-010-1-0001-A;AVILA;10;LA ALDEHUELA;1;0001;A;277;162;219;235;1;4;PP;52
39;05-010-1-0001-A;AVILA;10;LA ALDEHUELA;1;0001;A;277;162;219;235;1;4;PSOE;49
40;05-010-1-0001-A;AVILA;10;LA ALDEHUELA;1;0001;A;277;162;219;235;1;4;IU;3
41;05-010-1-0001-A;AVILA;10;LA ALDEHUELA;1;0001;A;277;162;219;235;1;4;LV;0
42;05-010-1-0001-A;AVILA;10;LA ALDEHUELA;1;0001;A;277;162;219;235;1;4;FE-JONS;0
43;05-012-1-0001-A;AVILA;12;AMAVIDA;1;0001;A;196;101;159;178;12;2;PP;87
44;05-012-1-0001-A;AVILA;12;AMAVIDA;1;0001;A;196;101;159;178;12;2;CDS;43
45;05-012-1-0001-A;AVILA;12;AMAVIDA;1;0001;A;196;101;159;178;12;2;PSOE;26
46;05-012-1-0001-A;AVILA;12;AMAVIDA;1;0001;A;196;101;159;178;12;2;IU;3
47;05-012-1-0001-A;AVILA;12;AMAVIDA;1;0001;A;196;101;159;178;12;2;LV;3
48;05-012-1-0001-A;AVILA;12;AMAVIDA;1;0001;A;196;101;159;178;12;2;FE-JONS;2
49;05-013-1-0001-A;AVILA;13;EL ARENAL;1;0001;A;956;493;759;814;4;4;PP;385
50;05-013-1-0001-A;AVILA;13;EL ARENAL;1;0001;A;956;493;759;814;4;4;PSOE;348
51;05-013-1-0001-A;AVILA;13;EL ARENAL;1;0001;A;956;493;759;814;4;4;CDS;49
52;05-013-1-0001-A;AVILA;13;EL ARENAL;1;0001;A;956;493;759;814;4;4;IU;22
53;05-013-1-0001-A;AVILA;13;EL ARENAL;1;0001;A;956;493;759;814;4;4;LV;2
54;05-013-1-0001-A;AVILA;13;EL ARENAL;1;0001;A;956;493;759;814;4;4;FE-JONS;0
55;05-014-1-0001-A;AVILA;14;ARENAS DE SAN PEDRO;1;0001;A;777;345;455;551;5;6;PP;302
56;05-014-1-0001-A;AVILA;14;ARENAS DE SAN PEDRO;1;0001;A;777;345;455;551;5;6;PSOE;110
57;05-014-1-0001-A;AVILA;14;ARENAS DE SAN PEDRO;1;0001;A;777;345;455;551;5;6;CDS;102
58;05-014-1-0001-A;AVILA;14;ARENAS DE SAN PEDRO;1;0001;A;777;345;455;551;5;6;IU;21
59;05-014-1-0001-A;AVILA;14;ARENAS DE SAN PEDRO;1;0001;A;777;345;455;551;5;6;LV;5
60;05-014-1-0001-A;AVILA;14;ARENAS DE SAN PEDRO;1;0001;A;777;345;455;551;5;6;FE-JONS;0
61;05-014-1-0001-B;AVILA;14;ARENAS DE SAN PEDRO;1;0001;B;750;325;417;516;7;5;PP;243
62;05-014-1-0001-B;AVILA;14;ARENAS DE SAN PEDRO;1;0001;B;750;325;417;516;7;5;PSOE;112
63;05-014-1-0001-B;AVILA;14;ARENAS DE SAN PEDRO;1;0001;B;750;325;417;516;7;5;CDS;111
64;05-014-1-0001-B;AVILA;14;ARENAS DE SAN PEDRO;1;0001;B;750;325;417;516;7;5;IU;32
65;05-014-1-0001-B;AVILA;14;ARENAS DE SAN PEDRO;1;0001;B;750;325;417;516;7;5;LV;5
66;05-014-1-0001-B;AVILA;14;ARENAS DE SAN PEDRO;1;0001;B;750;325;417;516;7;5;FE-JONS;1
67;05-014-2-0001-A;AVILA;14;ARENAS DE SAN PEDRO;2;0001;A;815;414;540;608;3;1;PP;280
68;05-014-2-0001-A;AVILA;14;ARENAS DE SAN PEDRO;2;0001;A;815;414;540;608;3;1;PSOE;146
69;05-014-2-0001-A;AVILA;14;ARENAS DE SAN PEDRO;2;0001;A;815;414;540;608;3;1;CDS;137
70;05-014-2-0001-A;AVILA;14;ARENAS DE SAN PEDRO;2;0001;A;815;414;540;608;3;1;IU;34
71;05-014-2-0001-A;AVILA;14;ARENAS DE SAN PEDRO;2;0001;A;815;414;540;608;3;1;LV;7
72;05-014-2-0001-A;AVILA;14;ARENAS DE SAN PEDRO;2;0001;A;815;414;540;608;3;1;FE-JONS;0
73;05-014-3-0001-A;AVILA;14;ARENAS DE SAN PEDRO;3;0001;A;786;320;437;553;11;1;PP;248
74;05-014-3-0001-A;AVILA;14;ARENAS DE SAN PEDRO;3;0001;A;786;320;437;553;11;1;PSOE;177
75;05-014-3-0001-A;AVILA;14;ARENAS DE SAN PEDRO;3;0001;A;786;320;437;553;11;1;CDS;100
76;05-014-3-0001-A;AVILA;14;ARENAS DE SAN PEDRO;3;0001;A;786;320;437;553;11;1;IU;14
77;05-014-3-0001-A;AVILA;14;ARENAS DE SAN PEDRO;3;0001;A;786;320;437;553;11;1;LV;2
78;05-014-3-0001-A;AVILA;14;ARENAS DE SAN PEDRO;3;0001;A;786;320;437;553;11;1;FE-JONS;0
79;05-014-1-0002-A;AVILA;14;ARENAS DE SAN PEDRO;1;0002;A;794;410;516;595;7;2;PP;196
80;05-014-1-0002-A;AVILA;14;ARENAS DE SAN PEDRO;1;0002;A;794;410;516;595;7;2;PSOE;193
81;05-014-1-0002-A;AVILA;14;ARENAS DE SAN PEDRO;1;0002;A;794;410;516;595;7;2;CDS;166
82;05-014-1-0002-A;AVILA;14;ARENAS DE SAN PEDRO;1;0002;A;794;410;516;595;7;2;IU;27
83;05-014-1-0002-A;AVILA;14;ARENAS DE SAN PEDRO;1;0002;A;794;410;516;595;7;2;LV;4
84;05-014-1-0002-A;AVILA;14;ARENAS DE SAN PEDRO;1;0002;A;794;410;516;595;7;2;FE-JONS;0
85;05-014-2-0002-A;AVILA;14;ARENAS DE SAN PEDRO;2;0002;A;644;295;411;478;8;3;PP;211
86;05-014-2-0002-A;AVILA;14;ARENAS DE SAN PEDRO;2;0002;A;644;295;411;478;8;3;PSOE;136
87;05-014-2-0002-A;AVILA;14;ARENAS DE SAN PEDRO;2;0002;A;644;295;411;478;8;3;CDS;92
88;05-014-2-0002-A;AVILA;14;ARENAS DE SAN PEDRO;2;0002;A;644;295;411;478;8;3;IU;27
89;05-014-2-0002-A;AVILA;14;ARENAS DE SAN PEDRO;2;0002;A;644;295;411;478;8;3;LV;1
90;05-014-2-0002-A;AVILA;14;ARENAS DE SAN PEDRO;2;0002;A;644;295;411;478;8;3;FE-JONS;0
91;05-014-2-0002-B;AVILA;14;ARENAS DE SAN PEDRO;2;0002;B;698;312;417;501;2;3;PP;241
92;05-014-2-0002-B;AVILA;14;ARENAS DE SAN PEDRO;2;0002;B;698;312;417;501;2;3;PSOE;148
93;05-014-2-0002-B;AVILA;14;ARENAS DE SAN PEDRO;2;0002;B;698;312;417;501;2;3;CDS;68
94;05-014-2-0002-B;AVILA;14;ARENAS DE SAN PEDRO;2;0002;B;698;312;417;501;2;3;IU;35
95;05-014-2-0002-B;AVILA;14;ARENAS DE SAN PEDRO;2;0002;B;698;312;417;501;2;3;LV;3
96;05-014-2-0002-B;AVILA;14;ARENAS DE SAN PEDRO;2;0002;B;698;312;417;501;2;3;FE-JONS;1
97;05-015-1-0001-A;AVILA;15;AREVALILLO;1;0001;A;186;109;114;119;0;0;PSOE;74
98;05-015-1-0001-A;AVILA;15;AREVALILLO;1;0001;A;186;109;114;119;0;0;PP;24
99;05-015-1-0001-A;AVILA;15;AREVALILLO;1;0001;A;186;109;114;119;0;0;CDS;21
100;05-015-1-0001-A;AVILA;15;AREVALILLO;1;0001;A;186;109;114;119;0;0;FE-JONS;0
101;05-015-1-0001-A;AVILA;15;AREVALILLO;1;0001;A;186;109;114;119;0;0;LV;0
102;05-015-1-0001-A;AVILA;15;AREVALILLO;1;0001;A;186;109;114;119;0;0;IU;0
103;05-016-1-0001-A;AVILA;16;AREVALO;1;0001;A;536;296;371;432;3;5;PSOE;271
104;05-016-1-0001-A;AVILA;16;AREVALO;1;0001;A;536;296;371;432;3;5;PP;103
105;05-016-1-0001-A;AVILA;16;AREVALO;1;0001;A;536;296;371;432;3;5;CDS;44
106;05-016-1-0001-A;AVILA;16;AREVALO;1;0001;A;536;296;371;432;3;5;IU;5
107;05-016-1-0001-A;AVILA;16;AREVALO;1;0001;A;536;296;371;432;3;5;LV;1
108;05-016-1-0001-A;AVILA;16;AREVALO;1;0001;A;536;296;371;432;3;5;FE-JONS;0
109;05-016-2-0001-A;AVILA;16;AREVALO;2;0001;A;771;277;432;580;13;7;PSOE;243
110;05-016-2-0001-A;AVILA;16;AREVALO;2;0001;A;771;277;432;580;13;7;PP;230
111;05-016-2-0001-A;AVILA;16;AREVALO;2;0001;A;771;277;432;580;13;7;CDS;73
112;05-016-2-0001-A;AVILA;16;AREVALO;2;0001;A;771;277;432;580;13;7;LV;8
113;05-016-2-0001-A;AVILA;16;AREVALO;2;0001;A;771;277;432;580;13;7;IU;5
114;05-016-2-0001-A;AVILA;16;AREVALO;2;0001;A;771;277;432;580;13;7;FE-JONS;1
115;05-016-2-0001-B;AVILA;16;AREVALO;2;0001;B;680;243;359;511;5;10;PP;215
116;05-016-2-0001-B;AVILA;16;AREVALO;2;0001;B;680;243;359;511;5;10;PSOE;208
117;05-016-2-0001-B;AVILA;16;AREVALO;2;0001;B;680;243;359;511;5;10;CDS;56
118;05-016-2-0001-B;AVILA;16;AREVALO;2;0001;B;680;243;359;511;5;10;IU;14
119;05-016-2-0001-B;AVILA;16;AREVALO;2;0001;B;680;243;359;511;5;10;LV;3
120;05-016-2-0001-B;AVILA;16;AREVALO;2;0001;B;680;243;359;511;5;10;FE-JONS;0
121;05-016-1-0002-A;AVILA;16;AREVALO;1;0002;A;541;265;352;428;4;9;PSOE;200
122;05-016-1-0002-A;AVILA;16;AREVALO;1;0002;A;541;265;352;428;4;9;PP;164
123;05-016-1-0002-A;AVILA;16;AREVALO;1;0002;A;541;265;352;428;4;9;CDS;44
124;05-016-1-0002-A;AVILA;16;AREVALO;1;0002;A;541;265;352;428;4;9;IU;5
125;05-016-1-0002-A;AVILA;16;AREVALO;1;0002;A;541;265;352;428;4;9;LV;2
126;05-016-1-0002-A;AVILA;16;AREVALO;1;0002;A;541;265;352;428;4;9;FE-JONS;0
127;05-016-2-0002-A;AVILA;16;AREVALO;2;0002;A;683;257;390;534;6;4;PSOE;244
128;05-016-2-0002-A;AVILA;16;AREVALO;2;0002;A;683;257;390;534;6;4;PP;202
129;05-016-2-0002-A;AVILA;16;AREVALO;2;0002;A;683;257;390;534;6;4;CDS;54
130;05-016-2-0002-A;AVILA;16;AREVALO;2;0002;A;683;257;390;534;6;4;IU;14
131;05-016-2-0002-A;AVILA;16;AREVALO;2;0002;A;683;257;390;534;6;4;LV;10
132;05-016-2-0002-A;AVILA;16;AREVALO;2;0002;A;683;257;390;534;6;4;FE-JONS;0
133;05-016-2-0002-B;AVILA;16;AREVALO;2;0002;B;712;250;375;531;0;4;PSOE;257
134;05-016-2-0002-B;AVILA;16;AREVALO;2;0002;B;712;250;375;531;0;4;PP;214
135;05-016-2-0002-B;AVILA;16;AREVALO;2;0002;B;712;250;375;531;0;4;CDS;45
136;05-016-2-0002-B;AVILA;16;AREVALO;2;0002;B;712;250;375;531;0;4;IU;10
137;05-016-2-0002-B;AVILA;16;AREVALO;2;0002;B;712;250;375;531;0;4;LV;1
138;05-016-2-0002-B;AVILA;16;AREVALO;2;0002;B;712;250;375;531;0;4;FE-JONS;0
139;05-016-2-0003-A;AVILA;16;AREVALO;2;0003;A;738;258;372;523;11;10;PP;232
140;05-016-2-0003-A;AVILA;16;AREVALO;2;0003;A;738;258;372;523;11;10;PSOE;188
141;05-016-2-0003-A;AVILA;16;AREVALO;2;0003;A;738;258;372;523;11;10;CDS;62
142;05-016-2-0003-A;AVILA;16;AREVALO;2;0003;A;738;258;372;523;11;10;IU;13
143;05-016-2-0003-A;AVILA;16;AREVALO;2;0003;A;738;258;372;523;11;10;LV;7
144;05-016-2-0003-A;AVILA;16;AREVALO;2;0003;A;738;258;372;523;11;10;FE-JONS;0
145;05-016-2-0003-B;AVILA;16;AREVALO;2;0003;B;679;221;369;480;5;6;PP;245
146;05-016-2-0003-B;AVILA;16;AREVALO;2;0003;B;679;221;369;480;5;6;PSOE;139
147;05-016-2-0003-B;AVILA;16;AREVALO;2;0003;B;679;221;369;480;5;6;CDS;69
148;05-016-2-0003-B;AVILA;16;AREVALO;2;0003;B;679;221;369;480;5;6;IU;9
149;05-016-2-0003-B;AVILA;16;AREVALO;2;0003;B;679;221;369;480;5;6;LV;6
150;05-016-2-0003-B;AVILA;16;AREVALO;2;0003;B;679;221;369;480;5;6;FE-JONS;1
151;05-017-1-0001-A;AVILA;17;AVEINTE;1;0001;A;142;68;95;107;6;0;PP;50
152;05-017-1-0001-A;AVILA;17;AVEINTE;1;0001;A;142;68;95;107;6;0;PSOE;38
153;05-017-1-0001-A;AVILA;17;AVEINTE;1;0001;A;142;68;95;107;6;0;CDS;11
154;05-017-1-0001-A;AVILA;17;AVEINTE;1;0001;A;142;68;95;107;6;0;IU;1
155;05-017-1-0001-A;AVILA;17;AVEINTE;1;0001;A;142;68;95;107;6;0;LV;1
156;05-017-1-0001-A;AVILA;17;AVEINTE;1;0001;A;142;68;95;107;6;0;FE-JONS;0
157;05-018-1-0001-A;AVILA;18;AVELLANEDA;1;0001;A;60;31;36;41;9;0;CDS;27
158;05-018-1-0001-A;AVILA;18;AVELLANEDA;1;0001;A;60;31;36;41;9;0;PP;5
159;05-018-1-0001-A;AVILA;18;AVELLANEDA;1;0001;A;60;31;36;41;9;0;LV;0
160;05-018-1-0001-A;AVILA;18;AVELLANEDA;1;0001;A;60;31;36;41;9;0;FE-JONS;0
161;05-018-1-0001-A;AVILA;18;AVELLANEDA;1;0001;A;60;31;36;41;9;0;PSOE;0
162;05-018-1-0001-A;AVILA;18;AVELLANEDA;1;0001;A;60;31;36;41;9;0;IU;0
163;05-019-1-0001-A;AVILA;19;AVILA;1;0001;A;443;163;211;278;2;11;PP;149
164;05-019-1-0001-A;AVILA;19;AVILA;1;0001;A;443;163;211;278;2;11;CDS;59
165;05-019-1-0001-A;AVILA;19;AVILA;1;0001;A;443;163;211;278;2;11;PSOE;33
166;05-019-1-0001-A;AVILA;19;AVILA;1;0001;A;443;163;211;278;2;11;IU;13
167;05-019-1-0001-A;AVILA;19;AVILA;1;0001;A;443;163;211;278;2;11;LV;11
168;05-019-1-0001-A;AVILA;19;AVILA;1;0001;A;443;163;211;278;2;11;FE-JONS;0
169;05-019-2-0001-A;AVILA;19;AVILA;2;0001;A;1386;500;747;938;3;18;PP;624
170;05-019-2-0001-A;AVILA;19;AVILA;2;0001;A;1386;500;747;938;3;18;CDS;145
171;05-019-2-0001-A;AVILA;19;AVILA;2;0001;A;1386;500;747;938;3;18;PSOE;83
172;05-019-2-0001-A;AVILA;19;AVILA;2;0001;A;1386;500;747;938;3;18;LV;30
173;05-019-2-0001-A;AVILA;19;AVILA;2;0001;A;1386;500;747;938;3;18;IU;30
174;05-019-2-0001-A;AVILA;19;AVILA;2;0001;A;1386;500;747;938;3;18;FE-JONS;5
175;05-019-3-0001-A;AVILA;19;AVILA;3;0001;A;1573;456;690;933;7;19;PP;424
176;05-019-3-0001-A;AVILA;19;AVILA;3;0001;A;1573;456;690;933;7;19;PSOE;201
177;05-019-3-0001-A;AVILA;19;AVILA;3;0001;A;1573;456;690;933;7;19;CDS;155
178;05-019-3-0001-A;AVILA;19;AVILA;3;0001;A;1573;456;690;933;7;19;IU;75
179;05-019-3-0001-A;AVILA;19;AVILA;3;0001;A;1573;456;690;933;7;19;LV;45
180;05-019-3-0001-A;AVILA;19;AVILA;3;0001;A;1573;456;690;933;7;19;FE-JONS;7
181;05-019-4-0001-A;AVILA;19;AVILA;4;0001;A;1281;440;615;813;8;10;PP;325
182;05-019-4-0001-A;AVILA;19;AVILA;4;0001;A;1281;440;615;813;8;10;CDS;198
183;05-019-4-0001-A;AVILA;19;AVILA;4;0001;A;1281;440;615;813;8;10;PSOE;179
184;05-019-4-0001-A;AVILA;19;AVILA;4;0001;A;1281;440;615;813;8;10;IU;59
185;05-019-4-0001-A;AVILA;19;AVILA;4;0001;A;1281;440;615;813;8;10;LV;31
186;05-019-4-0001-A;AVILA;19;AVILA;4;0001;A;1281;440;615;813;8;10;FE-JONS;3
187;05-019-5-0001-A;AVILA;19;AVILA;5;0001;A;1455;504;753;948;19;25;PP;454
188;05-019-5-0001-A;AVILA;19;AVILA;5;0001;A;1455;504;753;948;19;25;CDS;169
189;05-019-5-0001-A;AVILA;19;AVILA;5;0001;A;1455;504;753;948;19;25;PSOE;162
190;05-019-5-0001-A;AVILA;19;AVILA;5;0001;A;1455;504;753;948;19;25;IU;80
191;05-019-5-0001-A;AVILA;19;AVILA;5;0001;A;1455;504;753;948;19;25;LV;38
192;05-019-5-0001-A;AVILA;19;AVILA;5;0001;A;1455;504;753;948;19;25;FE-JONS;1
193;05-019-6-0001-A;AVILA;19;AVILA;6;0001;A;1843;525;888;1185;18;32;PP;763
194;05-019-6-0001-A;AVILA;19;AVILA;6;0001;A;1843;525;888;1185;18;32;CDS;174
195;05-019-6-0001-A;AVILA;19;AVILA;6;0001;A;1843;525;888;1185;18;32;PSOE;111
196;05-019-6-0001-A;AVILA;19;AVILA;6;0001;A;1843;525;888;1185;18;32;IU;38
197;05-019-6-0001-A;AVILA;19;AVILA;6;0001;A;1843;525;888;1185;18;32;LV;37
198;05-019-6-0001-A;AVILA;19;AVILA;6;0001;A;1843;525;888;1185;18;32;FE-JONS;12
199;05-019-1-0002-A;AVILA;19;AVILA;1;0002;A;863;305;427;537;5;10;PP;278
200;05-019-1-0002-A;AVILA;19;AVILA;1;0002;A;863;305;427;537;5;10;CDS;119
201;05-019-1-0002-A;AVILA;19;AVILA;1;0002;A;863;305;427;537;5;10;PSOE;87
202;05-019-1-0002-A;AVILA;19;AVILA;1;0002;A;863;305;427;537;5;10;IU;19
203;05-019-1-0002-A;AVILA;19;AVILA;1;0002;A;863;305;427;537;5;10;LV;17
204;05-019-1-0002-A;AVILA;19;AVILA;1;0002;A;863;305;427;537;5;10;FE-JONS;2
205;05-019-2-0002-A;AVILA;19;AVILA;2;0002;A;1663;634;952;1131;12;26;PP;749
206;05-019-2-0002-A;AVILA;19;AVILA;2;0002;A;1663;634;952;1131;12;26;CDS;146
207;05-019-2-0002-A;AVILA;19;AVILA;2;0002;A;1663;634;952;1131;12;26;PSOE;117
208;05-019-2-0002-A;AVILA;19;AVILA;2;0002;A;1663;634;952;1131;12;26;LV;43
209;05-019-2-0002-A;AVILA;19;AVILA;2;0002;A;1663;634;952;1131;12;26;IU;37
210;05-019-2-0002-A;AVILA;19;AVILA;2;0002;A;1663;634;952;1131;12;26;FE-JONS;1
211;05-019-4-0002-A;AVILA;19;AVILA;4;0002;A;1098;400;515;640;6;5;PP;258
212;05-019-4-0002-A;AVILA;19;AVILA;4;0002;A;1098;400;515;640;6;5;CDS;183
213;05-019-4-0002-A;AVILA;19;AVILA;4;0002;A;1098;400;515;640;6;5;PSOE;130
214;05-019-4-0002-A;AVILA;19;AVILA;4;0002;A;1098;400;515;640;6;5;IU;38
215;05-019-4-0002-A;AVILA;19;AVILA;4;0002;A;1098;400;515;640;6;5;LV;19
216;05-019-4-0002-A;AVILA;19;AVILA;4;0002;A;1098;400;515;640;6;5;FE-JONS;1
217;05-019-5-0002-A;AVILA;19;AVILA;5;0002;A;1447;522;764;922;5;20;PP;552
218;05-019-5-0002-A;AVILA;19;AVILA;5;0002;A;1447;522;764;922;5;20;CDS;133
219;05-019-5-0002-A;AVILA;19;AVILA;5;0002;A;1447;522;764;922;5;20;PSOE;110
220;05-019-5-0002-A;AVILA;19;AVILA;5;0002;A;1447;522;764;922;5;20;IU;60
221;05-019-5-0002-A;AVILA;19;AVILA;5;0002;A;1447;522;764;922;5;20;LV;41
222;05-019-5-0002-A;AVILA;19;AVILA;5;0002;A;1447;522;764;922;5;20;FE-JONS;1
223;05-019-6-0002-A;AVILA;19;AVILA;6;0002;A;1330;470;657;835;1;12;PP;481
224;05-019-6-0002-A;AVILA;19;AVILA;6;0002;A;1330;470;657;835;1;12;CDS;138
225;05-019-6-0002-A;AVILA;19;AVILA;6;0002;A;1330;470;657;835;1;12;PSOE;132
226;05-019-6-0002-A;AVILA;19;AVILA;6;0002;A;1330;470;657;835;1;12;IU;40
227;05-019-6-0002-A;AVILA;19;AVILA;6;0002;A;1330;470;657;835;1;12;LV;27
228;05-019-6-0002-A;AVILA;19;AVILA;6;0002;A;1330;470;657;835;1;12;FE-JONS;4
229;05-019-1-0003-A;AVILA;19;AVILA;1;0003;A;1127;435;600;744;3;12;PP;276
230;05-019-1-0003-A;AVILA;19;AVILA;1;0003;A;1127;435;600;744;3;12;CDS;205
231;05-019-1-0003-A;AVILA;19;AVILA;1;0003;A;1127;435;600;744;3;12;PSOE;147
232;05-019-1-0003-A;AVILA;19;AVILA;1;0003;A;1127;435;600;744;3;12;IU;66
233;05-019-1-0003-A;AVILA;19;AVILA;1;0003;A;1127;435;600;744;3;12;LV;31
234;05-019-1-0003-A;AVILA;19;AVILA;1;0003;A;1127;435;600;744;3;12;FE-JONS;4
235;05-019-4-0003-A;AVILA;19;AVILA;4;0003;A;1426;363;607;837;5;11;PP;369
236;05-019-4-0003-A;AVILA;19;AVILA;4;0003;A;1426;363;607;837;5;11;CDS;191
237;05-019-4-0003-A;AVILA;19;AVILA;4;0003;A;1426;363;607;837;5;11;PSOE;170
238;05-019-4-0003-A;AVILA;19;AVILA;4;0003;A;1426;363;607;837;5;11;IU;61
239;05-019-4-0003-A;AVILA;19;AVILA;4;0003;A;1426;363;607;837;5;11;LV;30
240;05-019-4-0003-A;AVILA;19;AVILA;4;0003;A;1426;363;607;837;5;11;FE-JONS;0
241;05-019-5-0003-A;AVILA;19;AVILA;5;0003;A;1270;445;625;765;2;21;PP;394
242;05-019-5-0003-A;AVILA;19;AVILA;5;0003;A;1270;445;625;765;2;21;PSOE;141
243;05-019-5-0003-A;AVILA;19;AVILA;5;0003;A;1270;445;625;765;2;21;CDS;121
244;05-019-5-0003-A;AVILA;19;AVILA;5;0003;A;1270;445;625;765;2;21;IU;57
245;05-019-5-0003-A;AVILA;19;AVILA;5;0003;A;1270;445;625;765;2;21;LV;27
246;05-019-5-0003-A;AVILA;19;AVILA;5;0003;A;1270;445;625;765;2;21;FE-JONS;2
247;05-019-6-0003-A;AVILA;19;AVILA;6;0003;A;1654;507;719;927;17;15;PP;389
248;05-019-6-0003-A;AVILA;19;AVILA;6;0003;A;1654;507;719;927;17;15;PSOE;232
249;05-019-6-0003-A;AVILA;19;AVILA;6;0003;A;1654;507;719;927;17;15;CDS;179
250;05-019-6-0003-A;AVILA;19;AVILA;6;0003;A;1654;507;719;927;17;15;IU;63
251;05-019-6-0003-A;AVILA;19;AVILA;6;0003;A;1654;507;719;927;17;15;LV;29
252;05-019-6-0003-A;AVILA;19;AVILA;6;0003;A;1654;507;719;927;17;15;FE-JONS;3
253;05-019-4-0004-A;AVILA;19;AVILA;4;0004;A;1496;457;698;856;10;19;PP;285
254;05-019-4-0004-A;AVILA;19;AVILA;4;0004;A;1496;457;698;856;10;19;CDS;233
255;05-019-4-0004-A;AVILA;19;AVILA;4;0004;A;1496;457;698;856;10;19;PSOE;190
256;05-019-4-0004-A;AVILA;19;AVILA;4;0004;A;1496;457;698;856;10;19;IU;83
257;05-019-4-0004-A;AVILA;19;AVILA;4;0004;A;1496;457;698;856;10;19;LV;34
